"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000034533",105.490484979668,-0.671851215372843,0.19231974467817,-3.49340737997093,0.000476898382881945,0.00505365829537662
"ENSG00000034713",1401.58209523044,0.367086095213709,0.0834465062030412,4.39905889313711,1.08721322054222e-05,0.000198758416907735
"ENSG00000035115",465.038096849329,-0.465686302277795,0.10966250715946,-4.24654072153065,2.17096338035036e-05,0.000363869902269751
"ENSG00000035403",16783.0080709113,0.839564330515698,0.197713903529239,4.24635959095076,2.17271830794412e-05,0.000363869902269751
"ENSG00000035664",634.053661575466,1.56612230864944,0.451299551544376,3.47025008841703,0.000519973972820497,0.00542742699916227
"ENSG00000035681",1039.15596756957,-0.338933133305239,0.0856408265698982,-3.95761165416368,7.57029039683747e-05,0.00105399564433679
"ENSG00000037637",629.321288291291,0.36227674373487,0.120991404197423,2.99423538505048,0.00275133595518437,0.0208327286490525
"ENSG00000038274",1703.98341887025,0.526161039059819,0.127589537371924,4.12385725269977,3.72579849437968e-05,0.000573516732922031
"ENSG00000039560",5058.51033307442,0.531937767849482,0.184329612070664,2.88579660030728,0.00390424388752856,0.0272507338850129
"ENSG00000041515",10.1431683480833,1.73610782606331,0.535355734178654,3.24290507269312,0.00118317625132017,0.0107028663302108
"ENSG00000042088",190.400337442477,-0.417376841288685,0.147409506059918,-2.83141062231788,0.00463431835725971,0.0311898476031258
"ENSG00000042286",595.356360497804,0.705145126474834,0.0869023771751192,8.1142213757154,4.88909416441388e-16,6.74817222043226e-14
"ENSG00000043143",1531.4405678919,0.314955465737638,0.0959594816860937,3.28217139362979,0.00103010971724785,0.00955837940995865
"ENSG00000044090",1105.28999088826,-0.511559030991026,0.0938786911780894,-5.44914958412224,5.06112340023927e-08,1.71426149035098e-06
"ENSG00000046653",1091.36565012837,2.58174140308676,0.787012571396416,3.28043222804676,0.00103648163075824,0.00960136758962457
"ENSG00000047932",1417.22272134838,-0.184879637151443,0.0669673103628552,-2.76074455058285,0.00576697641410847,0.0370226474212708
"ENSG00000048052",372.64844713768,-0.477123129692357,0.176328461884872,-2.70587700131972,0.00681242729911998,0.0422382877407232
"ENSG00000048342",830.833972905515,-0.409874762573619,0.121129980314273,-3.38375983806976,0.000715005159205339,0.00703661940102082
"ENSG00000048405",363.979021753096,0.382459869247303,0.118337957022874,3.23192895051734,0.00122957624236595,0.0110202766787377
"ENSG00000048540",60.1265432139304,1.42754113468137,0.426279717600015,3.34883663412025,0.000811516300675893,0.00778745335347324
"ENSG00000048707",3207.67076124399,0.654463452042236,0.168177528976316,3.8915035559501,9.96249288255821e-05,0.00133394316583518
"ENSG00000048740",5652.31390154456,0.937729361232858,0.192455910147006,4.87243733131698,1.10229827242757e-06,2.61192650732731e-05
"ENSG00000049089",68.2593407530806,-0.766603606883032,0.214134129901393,-3.58001597987228,0.000343573196089287,0.00383981298706266
"ENSG00000049246",196.512503500289,-2.16715118947933,0.288455832331035,-7.51293940554574,5.78142922852207e-14,6.51413689197355e-12
"ENSG00000049323",20200.8790792805,0.691085218724733,0.0940386227809199,7.34895087026894,1.99768591894708e-13,2.09415644781775e-11
"ENSG00000049656",1485.28855063223,0.258474810638349,0.090336570970403,2.86124221742968,0.00421984518316467,0.0290375138216686
"ENSG00000049759",1215.3788566367,-1.08437247850706,0.192227572647941,-5.641087090524,1.68979857916471e-08,6.27536633782626e-07
"ENSG00000051108",2275.84339507406,0.745192396878833,0.0859160453434294,8.67349508348644,4.19055247193748e-18,7.62726599919786e-16
"ENSG00000051620",1177.3770452886,0.40743179772796,0.0762871163933941,5.3407681006965,9.25535892854037e-08,2.85468361142298e-06
"ENSG00000051825",226.306675979174,-0.446217558925271,0.126383308063336,-3.53066845426811,0.000414510971506529,0.00451680606648858
"ENSG00000053254",3779.00080187856,0.398150484706607,0.136248705571377,2.92223315470712,0.00347531276007464,0.0251031858897149
"ENSG00000053747",1197.90192597,0.876287553890481,0.260712454628285,3.36112655277579,0.000776252497632421,0.00751436009251069
"ENSG00000054118",2794.5093462203,-0.195071962104189,0.0644171291239735,-3.0282622767737,0.00245964511887582,0.0192165575961982
"ENSG00000054277",130.224159506542,0.790191165955757,0.277146433931074,2.8511684409848,0.00435588878101456,0.0297389059686497
"ENSG00000054938",93.5731614786001,-1.38138495171829,0.442962634446445,-3.11851349142475,0.0018176582007994,0.0150004348678827
"ENSG00000054965",1643.54223670362,-0.250701354896772,0.0690261032058688,-3.63197896524827,0.000281256052287119,0.00325083321286222
"ENSG00000054983",664.835153647747,0.293306465657054,0.10855126809665,2.70200865268478,0.00689219687381543,0.0425635558616722
"ENSG00000055163",284.734275338765,-1.0144947933948,0.261577496008066,-3.87837183579246,0.00010515790257755,0.00140235937229627
"ENSG00000056586",1380.94729251126,0.366111365917153,0.0984646352961104,3.71820161437815,0.000200646108574631,0.00244001578290867
"ENSG00000056736",74.0185200350282,-1.0191815263327,0.286556587088334,-3.55665014260701,0.000375613845910856,0.00416139941794081
"ENSG00000057252",1228.10262070221,0.660950137512653,0.150373153134142,4.39539986850608,1.10569024140945e-05,0.000201913423026071
"ENSG00000057657",212.84813217132,1.26823717184492,0.302719034873521,4.18948604396417,2.7958697567246e-05,0.000448977725466297
"ENSG00000058063",1645.1663901313,0.366067421565229,0.132249314430827,2.7680099752555,0.00563997293781832,0.0363623479054437
"ENSG00000058085",71.289293242313,0.889627675503901,0.207216286485695,4.29323240268238,1.76090515998753e-05,0.000303811168384099
"ENSG00000058262",9492.33138180987,-0.29313889494848,0.0874369624422463,-3.35257409178759,0.000800638084469715,0.00770986546108831
"ENSG00000058272",1670.16134590489,0.319767952965263,0.0899739482421185,3.55400601188215,0.000379410540380287,0.00419784688064041
"ENSG00000059145",669.211613586757,0.276789021692103,0.0828787552574112,3.3396860369395,0.000838731528408532,0.00800225247985629
"ENSG00000059758",818.575991592253,-0.309171543738749,0.115531066258093,-2.67609010937431,0.0074486615566677,0.0453240930797528
"ENSG00000060138",4824.62393182518,0.498655446227966,0.118552147228935,4.20621184755952,2.59686820547879e-05,0.000421272557172823
"ENSG00000060718",364.367803011544,2.37920975632324,0.522033966335316,4.55757653668652,5.17472361326753e-06,0.000103513221263949
"ENSG00000060762",302.403162371407,0.453846496462861,0.167731039895642,2.70579909803954,0.00681402552938552,0.0422382877407232
"ENSG00000061273",2846.87248918074,0.587357864920894,0.126701148803657,4.6357737910577,3.55604688699723e-06,7.46499424452916e-05
"ENSG00000061337",66.8286406121191,-1.01578661532305,0.229718561232557,-4.42187435735639,9.78483527485991e-06,0.000181485136234608
"ENSG00000062716",3079.76273248527,0.54451845532926,0.111158661503472,4.898569737746,9.65367762364345e-07,2.31647857688026e-05
"ENSG00000063127",28.2597384944708,-0.891850474351665,0.33543133971853,-2.65881677931478,0.00784155942752621,0.0472139196861984
"ENSG00000063169",252.954461575027,0.475432190987079,0.108859811035077,4.36738027070326,1.25745686764988e-05,0.00022638324020527
"ENSG00000063587",579.711046619645,0.357847594153226,0.125550525572776,2.85022776703391,0.00436879314641687,0.0298024385848858
"ENSG00000063660",4467.3721112176,-0.428371453557651,0.132142725886574,-3.24173313879833,0.00118805214382091,0.010741106800276
"ENSG00000064115",1449.75251376944,0.826105393931569,0.16440649899267,5.02477334529458,5.04027442706133e-07,1.30034369681335e-05
"ENSG00000064201",17.0141883548073,-1.60291622511014,0.465331217371161,-3.44467803850694,0.000571739966650309,0.00585273737183502
"ENSG00000064309",349.319366449134,-1.64938866124901,0.3038655758117,-5.42802078466138,5.69824053127048e-08,1.9066658165542e-06
"ENSG00000064393",2611.44358217081,0.594660767694122,0.141622266965814,4.19892140151709,2.68189382554544e-05,0.000433367877390333
"ENSG00000064652",269.806045578179,0.545009909401701,0.142400257793268,3.82730985075132,0.000129551393016197,0.00167115243187483
"ENSG00000064666",8464.39442046079,0.781164812386872,0.154340078364806,5.06132185925467,4.16359651771092e-07,1.08972449427128e-05
"ENSG00000064687",143.551401770904,-0.813395837219354,0.191690997674508,-4.24326570932926,2.20290346071123e-05,0.000368180524921899
"ENSG00000064933",429.288964074956,0.522937062239641,0.125677036438271,4.16095952816722,3.16913249957059e-05,0.000499908015146549
"ENSG00000065308",9956.72618900881,0.203013251347019,0.0577624266120207,3.51462470076995,0.000440375860540038,0.00474092355671572
"ENSG00000065491",296.342439623548,-0.409521537203665,0.11656109372447,-3.51336388599529,0.000442471051898082,0.00475577419376244
"ENSG00000065526",1440.99289761562,0.663493584763441,0.127094061502083,5.22049242050986,1.78448010789823e-07,5.11355432995128e-06
"ENSG00000065665",131.604202335564,-0.454551877686547,0.156210435725919,-2.9098688290204,0.00361580473829895,0.0258215958643442
"ENSG00000065802",1187.90314725425,0.307807949214204,0.107251486572282,2.8699644084351,0.00410518004013769,0.0283781707031722
"ENSG00000065809",2260.24804402969,-1.01624113028172,0.181056540301703,-5.61283855633332,1.99034280353474e-08,7.32578841221021e-07
"ENSG00000065833",677.301631641198,-0.661472009202461,0.197455747646549,-3.34997596720513,0.000808185721306964,0.00776448961833367
"ENSG00000065882",805.413680434959,0.576510402697973,0.140019229437985,4.11736591475324,3.83227356938428e-05,0.000588266423815679
"ENSG00000066135",834.836108298359,-0.29184109005775,0.0734691394673448,-3.9722949278243,7.11835102006975e-05,0.000994947240045699
"ENSG00000066136",384.912597821758,-0.296115425582737,0.105726210882172,-2.80077592029424,0.00509799047683027,0.0336004839903461
"ENSG00000066322",1038.27906213512,0.523986119708897,0.0746644974322808,7.01787513113769,2.25267722523154e-12,2.00597273556505e-10
"ENSG00000066468",28.7777866666158,-2.36178875315963,0.705897657002118,-3.3457948609575,0.000820470719430753,0.00785722499397735
"ENSG00000066697",548.643049562001,-0.674208735926008,0.150226130907909,-4.48795913102034,7.19087188643505e-06,0.000138813998898629
"ENSG00000066855",307.663457059314,0.379226895269924,0.14108377716554,2.68795536162148,0.00718910063827857,0.0440196206550122
"ENSG00000067082",3246.91987096563,1.10784926409045,0.152723545312543,7.25395198116491,4.04783675888859e-13,4.08806830716291e-11
"ENSG00000067113",1193.49909000373,-0.927819771057113,0.216165095392369,-4.29218125790843,1.76926424339121e-05,0.000304618749098634
"ENSG00000067167",9781.64718866941,0.618815253424106,0.180543652398081,3.42751043974495,0.000609142881358184,0.00613550071484739
"ENSG00000067177",496.445075422615,0.871082575447518,0.256707729465732,3.39328534150662,0.000690596604881748,0.00682479210421026
"ENSG00000067221",297.805108632838,-0.346407345573198,0.119700219840377,-2.89395747171677,0.00380419683123441,0.0267326737869052
"ENSG00000067369",1881.96150119584,-0.760811002531838,0.0835317724653568,-9.10804332384267,8.38810679918462e-20,1.92961406826243e-17
"ENSG00000067445",652.904103381199,-0.742339810457504,0.123369130167054,-6.01722496910128,1.77432416414042e-09,8.2783467973684e-08
"ENSG00000067798",705.991891756988,2.25607559061675,0.392144882306856,5.75316851604698,8.75860984274938e-09,3.45402035298709e-07
"ENSG00000067900",2661.3971702602,0.572690344791995,0.105764176863205,5.41478562758266,6.13621777137499e-08,2.03675701297162e-06
"ENSG00000067955",591.285515137618,0.447475092780417,0.149990089221803,2.98336440162189,0.00285098333534587,0.0213959388234407
"ENSG00000068001",420.858210927983,-0.24937983993018,0.0896595596897346,-2.78140826023633,0.00541236253665996,0.0351686781854448
"ENSG00000068120",865.847368922364,0.24251942033456,0.082569864681841,2.93714203443397,0.00331252350606519,0.0240954443702054
"ENSG00000068305",1568.11746160325,0.534772194360244,0.15160812006883,3.52733213839376,0.000419769834588874,0.00456210483615192
"ENSG00000068383",1249.23678057929,1.39245767653263,0.303601388029573,4.58646676673625,4.50810123023427e-06,9.20028142398048e-05
"ENSG00000068784",274.235697192914,-0.563476045949951,0.159303311057981,-3.53712702019649,0.000404505074842048,0.00442232181822365
"ENSG00000068831",97.9379754255051,1.95378876034528,0.327348690478509,5.96852474799666,2.39408337254564e-09,1.08342084424791e-07
"ENSG00000069020",837.230970690873,-0.747170188801811,0.139829607115316,-5.34343337019914,9.12023631866888e-08,2.82352288123575e-06
"ENSG00000069329",2968.23277009527,-0.200753891655045,0.067507775853406,-2.97378915417069,0.00294147118337692,0.021955649937031
"ENSG00000069399",358.940205156218,-0.591640611548335,0.175952060382521,-3.36251027843667,0.000772372506632236,0.00748555051337023
"ENSG00000069431",850.478094332451,1.04418433122017,0.307924505627537,3.39104005084678,0.00069627925240481,0.00687274925958336
"ENSG00000069535",395.370588188712,1.2032438568573,0.397270757322033,3.02877529916436,0.00245547241096908,0.0191930106384525
"ENSG00000069667",529.444825864437,0.475565289891506,0.171495369251348,2.77305032764182,0.00555335314616144,0.0359157314173651
"ENSG00000070081",1628.18941578941,-0.45475635096453,0.11730520705218,-3.87669364721587,0.00010588554209344,0.00140979279235824
"ENSG00000070087",2157.01381991111,-0.322400440096417,0.0828999326071113,-3.88903138949911,0.000100645101491017,0.00134542761581576
"ENSG00000070366",1643.84386578022,-0.30649256015865,0.0917707462193316,-3.33976319017974,0.00083849856596388,0.00800225247985629
"ENSG00000070371",215.196444416904,0.560779684159698,0.153915515823755,3.64342529834246,0.000269033757437852,0.00313361893420756
"ENSG00000070404",2130.80247784628,1.86233278353292,0.301949102245103,6.16770432395987,6.92885502333437e-10,3.69011658364911e-08
"ENSG00000070540",3491.91797746809,0.900760633130942,0.202451505510773,4.44926616306644,8.61641833540223e-06,0.000162359200101555
"ENSG00000070610",786.43729534987,0.434458799043048,0.107358695764288,4.04679654451956,5.19233338987383e-05,0.000766493921002498
"ENSG00000070669",429.25331431544,-0.96755590413795,0.171805345652675,-5.63169848098895,1.78443456276474e-08,6.61198873894235e-07
"ENSG00000070718",393.713294887885,-0.441627109622193,0.127248775396002,-3.47058042993211,0.00051933478396801,0.00542696657846193
"ENSG00000070808",23.6377777235636,-2.26775925617436,0.416662838535101,-5.44267221945525,5.24871747566879e-08,1.77056023522408e-06
"ENSG00000070882",1108.6863804939,-1.09809813324384,0.215712057894541,-5.09057372110689,3.56981745668123e-07,9.59852054139793e-06
"ENSG00000071127",9753.69790576483,0.845254015836486,0.15798012325875,5.35038205060818,8.77687419766756e-08,2.75846996842444e-06
"ENSG00000071205",893.995075450453,0.473713380620788,0.162407484264974,2.91681989142759,0.00353619902765788,0.0254541783985647
"ENSG00000071242",11149.8921747732,0.924929510993282,0.15158638081822,6.10166629746536,1.04968349834435e-09,5.23671921177032e-08
"ENSG00000071282",3664.98515113061,1.59338267396321,0.228289783029851,6.97964951745062,2.9591735171447e-12,2.52643252394163e-10
"ENSG00000071564",1221.28100983118,-0.467528478975035,0.116747541348,-4.00461092008295,6.21196386138262e-05,0.000887737337671098
"ENSG00000072121",1029.23858482674,-0.39616939776359,0.118175913579782,-3.35237008763322,0.000801228348382195,0.00771106631856728
"ENSG00000072134",691.883831893828,0.392293405223594,0.124268900027696,3.15681079607337,0.00159504805637738,0.0135134429451553
"ENSG00000072135",393.297433722148,0.475939603374475,0.167085489335907,2.84847957333776,0.00439286732276544,0.0299420006036889
"ENSG00000072163",666.189700455039,1.29967321737362,0.337220898010253,3.85407080356598,0.000116169976144701,0.00152123275518736
"ENSG00000072195",1211.87471854451,-0.514916982233878,0.180597257874983,-2.85118937182494,0.00435560204068697,0.0297389059686497
"ENSG00000072210",940.980633763285,-0.971207534100861,0.158184838674473,-6.13970050631398,8.26772075091106e-10,4.30623455337547e-08
"ENSG00000072310",1561.18789596239,-0.756343520956386,0.279058160439864,-2.71034367804978,0.00672135232515826,0.0417732677529442
"ENSG00000072571",36.679959030201,1.5385726709349,0.309546142271584,4.97041461943018,6.68098772904716e-07,1.67155890870405e-05
"ENSG00000072958",2132.17157178027,1.08586625878018,0.12207583054544,8.89501430322844,5.8411775008712e-19,1.17984662130402e-16
"ENSG00000073111",165.214688916258,-0.674648651429839,0.176735230638275,-3.81728447120226,0.000134928567036197,0.00173242004327172
"ENSG00000073146",90.1120311900286,-0.935871629213348,0.226557602545316,-4.13083303627454,3.61451039653095e-05,0.000558462086732669
"ENSG00000073169",391.487199113578,0.476054884254528,0.154153446853494,3.0881883861278,0.00201380767620517,0.016318344687371
"ENSG00000073331",552.402203528655,-0.373244002092542,0.120249179938505,-3.10392139292273,0.00190974062841943,0.0156357063907617
"ENSG00000073536",292.851503118895,-0.497115743818231,0.181164290338531,-2.74400513969558,0.00606945876280519,0.0385757657284506
"ENSG00000073712",3862.77996684264,0.626307039605345,0.110085101767051,5.68929882020421,1.27562075205082e-08,4.82376861100862e-07
"ENSG00000073792",2459.21237224266,0.779126197682282,0.154683674458545,5.03689998579061,4.73131832815045e-07,1.22828880045699e-05
"ENSG00000074047",364.962203928338,-0.902300286177806,0.14711922706588,-6.13312280232246,8.61705786841936e-10,4.46013529608218e-08
"ENSG00000074201",1088.11328228769,-0.241648809021293,0.0720778999374309,-3.35260612796797,0.000800545427923522,0.00770986546108831
"ENSG00000074219",431.479731033974,-0.730826725359721,0.168552684410472,-4.3358949038151,1.45168295859935e-05,0.000256335019651184
"ENSG00000074319",1042.55631682909,0.400803592232346,0.0887190079509486,4.51767441373944,6.25225228769438e-06,0.00012183065251892
