"","SRR1039508","SRR1039509","SRR1039512","SRR1039513","SRR1039516","SRR1039517","SRR1039520","SRR1039521"
"ENSG00000003989",45.9738467846814,62.5240252049407,10.2113541885672,4.49080835479035,43.366891418294,72.8575324534502,19.6299659525872,48.7166001762072
"ENSG00000004059",1066.20197862346,1458.14958781522,970.078647913884,1222.99680862124,1134.34182650989,1418.57901424071,1121.08916662553,1426.54913994241
"ENSG00000004139",84.1223579464383,92.6695373573229,87.6474567852018,76.3437420314359,97.7880884922315,70.7146638518781,89.4254004506749,81.5473524688686
"ENSG00000004142",1463.33776148688,1724.99319538631,1367.47051508562,1443.04641800597,1491.4809323076,1643.58021740577,1235.59730134896,1330.17499611557
"ENSG00000004399",3987.9866668329,4756.29191737585,3106.80451187157,2468.44765901643,4580.73419745783,4280.02288687327,2964.12485884066,2974.88978032535
"ENSG00000004455",1180.64751210873,1240.43200004802,1263.65508083519,1148.15000270807,1272.94581280757,1624.29439999163,1109.09307632118,975.391060049713
"ENSG00000004478",491.039810338512,514.706707490673,468.87134649171,420.639049232029,520.402697019528,470.716802811997,436.221465613049,415.150158023331
"ENSG00000004487",1379.21540354044,1104.21894513726,1269.61170411185,1088.27255797753,1452.36569691071,1152.86330764577,1377.3692776732,1096.12350396466
"ENSG00000004534",1175.75667734441,1133.24795683955,1578.50516831601,1375.68429268411,1463.42000256635,1224.29226103151,1277.0383405822,1072.82426040213
"ENSG00000004660",92.9258605222284,61.4075247548525,50.2058247604554,52.3927641392207,73.9788147723838,56.428873174731,167.945264261024,70.9567872131713
"ENSG00000004700",919.476935693628,1223.6844932967,1014.32784939767,1146.6530665898,806.96431286198,1037.14840316088,885.529575194488,1262.39537847911
"ENSG00000004766",481.258140809856,461.114685886438,464.616615579807,504.467471854782,519.552365815247,483.574014421429,474.39084385419,449.039966841562
"ENSG00000004776",3397.1738273021,3436.58838537156,2361.37565610616,2426.53344770505,1772.09022972009,1610.00860931448,3894.36713426049,3339.20522512133
"ENSG00000004777",128.139870825389,125.048050409881,114.026788439,83.8284226227532,77.3801395895049,54.286004573159,121.051456707621,75.1930133154502
"ENSG00000004779",321.81692749277,374.027650779556,420.367414096016,386.20951851197,354.588112184874,408.573613366407,320.622777225591,344.193370810159
"ENSG00000004799",79.2315231821105,873.103351968994,110.623003709478,1655.61134679937,199.827833005864,346.430423920817,684.867701012486,3375.2131469907
"ENSG00000004838",11.7380034343867,12.2815049509705,18.7208160123732,11.9754889461076,10.2039744513633,12.8572116094324,18.5394122885546,6.35433915341833
"ENSG00000004846",22.4978399159079,3.34950135026468,59.566232766642,16.4662973008979,6.80264963424219,6.4286058047162,23.9921806087177,5.29528262784861
"ENSG00000004864",139.877874259775,130.630552660323,111.473949891859,131.730378407184,193.025183371622,202.858227615489,159.220834948763,136.618291798494
"ENSG00000004866",439.196961836637,289.173616572851,656.930452797823,360.761604501491,448.124544655704,358.573345996392,437.312019277081,313.480731568638
"ENSG00000004897",1515.18060998876,1494.99410266814,1472.13689551844,1657.10828291764,1524.64384927453,1552.15115707203,1459.16080247565,1490.0925314766
"ENSG00000004961",436.262460978041,368.445148529115,451.852422844098,429.62066594161,566.320582050662,431.430878449842,392.599319051744,428.917892855737
"ENSG00000004975",1336.17605761436,1118.7334509884,909.661468964861,772.41903702394,1051.8596996947,757.861195422654,1112.36473731327,890.666538004136
"ENSG00000005007",2110.88428428388,2529.99001989992,2072.90490027914,2272.34902752392,1990.62534922012,2364.29835706785,2141.84739616007,2642.34603129645
"ENSG00000005020",814.813071737013,871.986851518905,608.426520402129,832.296481754478,541.660977126534,590.717444500033,838.635767641086,957.387099115028
"ENSG00000005022",1310.74371683985,1182.37397664343,1125.80179928953,1175.09485283681,1100.32857833867,1035.71982409316,1005.49047823808,1031.52105590491
"ENSG00000005059",210.305894866096,219.950588667381,211.885599412769,264.95769293263,164.113922426093,145.7150649069,230.106823110883,249.937340034454
"ENSG00000005075",779.599061433853,924.462372673052,859.455644204406,791.879206561365,833.324580194668,903.576260329554,739.395384214117,722.27655043855
"ENSG00000005100",424.524457543654,496.842700289261,414.410790819352,532.909258101788,443.872888634303,496.431226030862,413.319838668363,665.087498057785
"ENSG00000005108",8.80350257579006,7.81550315061759,5.1056770942836,11.9754889461076,7.65298083852246,14.2857906771471,13.0866439683915,15.8858478835458
"ENSG00000005156",224.000232206214,159.659564362616,205.928976136105,139.215058998501,295.064927885255,292.144419347658,198.480766853937,133.441122221785
"ENSG00000005175",339.42393264435,328.251132325939,201.674245224202,184.123142546404,436.21990779578,320.716000701952,376.241014091254,315.598844619777
"ENSG00000005187",3.91266781146225,6.69900270052936,10.2113541885672,14.9693611826345,7.65298083852246,7.14289533857355,13.0866439683915,6.35433915341833
"ENSG00000005189",80.2096901349761,69.2230279054701,74.8832640494928,86.82229485928,78.2304707937852,37.8573452944398,101.421490755034,75.1930133154502
"ENSG00000005194",403.982951533477,457.765184536173,473.977023585994,526.921513628734,456.627856698507,489.288330692288,387.146550731581,453.276192943841
"ENSG00000005206",665.153527948582,654.269263751701,646.719098609256,625.719297434122,636.047740801645,749.289721016365,635.792786131018,669.323724160064
"ENSG00000005238",787.424397056777,700.045782205318,723.30425502351,592.786702832326,840.977561033191,683.575083901489,649.969983763442,657.674102378797
"ENSG00000005243",1107.28499064382,1036.11241768187,1133.46031493096,1130.1867692889,841.827892237471,777.147012836802,1131.99470326586,995.513134035538
"ENSG00000005249",215.196729630424,270.193108921351,239.115877248949,474.528749489513,247.44638044556,276.430049602796,227.925715782818,437.390345060295
"ENSG00000005302",470.498304328335,583.929735396143,421.218360278397,473.03181337125,421.764277323016,490.716909760003,440.583680269179,401.382423190924
"ENSG00000005339",2581.38258861222,2140.33136281913,2667.71628176318,2231.9317523308,2742.31813380388,2826.44368547355,2593.33661306957,2708.00753588178
"ENSG00000005379",181.939053232994,169.708068413411,103.815434250433,130.23344228892,145.406635931927,222.144045029637,128.685332355849,137.677348324064
"ENSG00000005436",209.32772791323,241.164097219057,239.966823431329,272.442373523948,270.405322961127,301.430183287804,259.551772039764,266.88224444357
"ENSG00000005448",224.000232206214,229.999092718175,229.755469242762,227.534289976044,198.977501801584,308.573078626377,181.031908229415,261.586961815721
"ENSG00000005469",487.12714252705,423.153670583438,259.538585626083,255.97607622305,532.307333879451,362.859083199536,561.6351369768,499.874680068909
"ENSG00000005471",62.6026849833959,20.0970081015881,51.056770942836,25.4479140104786,17.8569552898858,12.8572116094324,56.7087905296963,23.2992435625339
"ENSG00000005483",1642.34231386128,1636.78965982934,1444.90661768226,1640.64198561674,1835.86507004111,1827.15262760711,1685.99596459443,1887.23872856524
"ENSG00000005486",751.232219800751,689.997278154524,944.550262442466,844.271970700585,1007.64247707212,1016.43400667902,832.09244565689,727.571833066399
"ENSG00000005700",1045.66047261329,919.996370872699,1286.63062775947,1182.57953342812,1135.19215771417,1216.43507615908,1261.77058928574,1233.80085228873
"ENSG00000005801",195.633390573112,192.038077415175,251.029123802277,203.583312083829,272.105985369688,199.286779946202,214.839071814426,158.858478835458
"ENSG00000005810",2629.31276930263,2253.09790827804,2230.32994401955,2297.79694153439,2505.07572780969,2630.01406366278,2416.66691949629,2433.71189575922
"ENSG00000005812",1331.28522285003,1540.77062112175,1175.15667786761,1946.01695374248,957.472936019588,1296.4355039511,1267.22335760591,1779.21496295713
"ENSG00000005882",596.681841247993,609.609245748172,629.700174961644,609.253000133224,694.720593896984,552.860099205593,708.859881621204,745.575794001084
"ENSG00000005884",692.542202628818,731.307794807789,1332.58172160802,1667.58683574548,1129.2398392842,1882.15292171413,1316.29827248737,1543.04535775508
"ENSG00000005889",664.175360995716,662.084766902319,656.079506615442,696.075294992504,728.733842068195,796.432830250951,1013.12435388631,1088.71010828567
"ENSG00000005893",4990.6077935201,4990.75701189437,5292.03430822495,5767.69486366907,4806.92229779639,4967.16941844405,5149.59440156204,5465.79072846533
"ENSG00000005955",1299.98388035833,1428.00407566284,1507.87663517842,1579.26760476794,1449.81470329787,1370.00732593841,1256.31782096558,1551.51780995964
"ENSG00000005961",4.89083476432781,12.2815049509705,10.2113541885672,4.49080835479035,5.95231842996192,3.57144766928677,15.2677512964567,10.5905652556972
"ENSG00000006007",1898.62205551206,2037.61332141101,2111.19747848627,2508.86493420954,2430.24658183302,2560.01368934476,1885.5672851124,2229.31398632426
"ENSG00000006015",505.712314631495,516.939708390849,348.887934776046,285.914798588319,221.086113112871,261.429969391792,447.127002253375,397.146197088646
"ENSG00000006016",129.118037778254,106.067542758382,83.3927258732988,122.748761697603,67.1761651381416,120.000641688036,265.004540359927,278.531866224837
"ENSG00000006025",224.000232206214,147.378059411646,236.563038701807,116.761017224549,157.311272791851,69.2860847841634,223.563501126687,110.141878659251
"ENSG00000006042",2920.80652125657,2671.78557706113,3117.86681224252,3109.13631763318,3275.47579888761,3265.73174879583,3192.05057462348,3187.76014196486
"ENSG00000006062",266.061411179433,250.096100819763,233.159253972284,118.257953342812,244.045055628439,126.429247492752,217.020179142492,122.850556966088
"ENSG00000006114",1197.27635030745,793.83182001273,1114.73949891859,838.284226227531,1306.95906097878,865.004625501257,1079.6481273923,785.819941972733
"ENSG00000006118",501.799646820033,375.144151229644,492.697839598367,380.221774038916,627.544428758842,424.287983111269,414.410392332396,261.586961815721
"ENSG00000006125",7017.36971985754,5986.67541337307,6620.36129892107,7649.34356432623,6891.93441069162,6728.60740893628,6085.28944530203,7045.90306461536
"ENSG00000006194",528.210154547403,503.54170298979,496.10162432789,648.173339208073,564.619919642102,602.860366575608,544.186278352278,538.000714989418
"ENSG00000006210",4.89083476432781,6.69900270052936,1.7018923647612,4.49080835479035,2.55099361284082,10.7143430078603,13.0866439683915,32.8307522926614
"ENSG00000006282",1708.85766665614,1470.4310927662,1135.16220729572,1070.30932455837,1388.59085658969,1334.29284924554,1477.7002147642,1391.60027459861
"ENSG00000006283",110.532865673808,50.2425202539702,34.037847295224,7.48468059131725,133.501999072003,55.0002941070163,87.2442931226097,26.476413139243
"ENSG00000006327",528.210154547403,388.542156630703,568.432049830241,386.20951851197,612.238467081797,971.433766046003,634.702232466986,388.673744884088
"ENSG00000006451",1751.89701258222,1027.18041408117,972.631486461025,814.333248335316,1338.42131553715,825.004411605245,1201.79013776395,848.304276981347
"ENSG00000006453",137.921540354044,110.533544558734,176.145859752784,161.669100772453,165.814584834653,156.429407914761,172.307478917154,136.618291798494
"ENSG00000006459",420.611789732192,365.09564717885,287.619809644643,432.614538178137,392.853016377486,266.429996128793,477.662504846288,528.469206259291
"ENSG00000006468",209.32772791323,104.951042308293,176.145859752784,179.632334191614,145.406635931927,163.572303253334,343.524404170276,278.531866224837
"ENSG00000006530",296.384586718265,308.154124224351,292.725486738926,303.87803200748,357.139105797715,333.573212311385,292.268381960742,293.358657582813
"ENSG00000006534",855.896083757366,1237.08249869776,1183.66613969141,1281.37731723351,1293.3537617103,1836.43839154726,572.540673617126,892.784651055275
"ENSG00000006576",903.826264447779,729.074793907612,1308.75522850136,1014.92268818262,1145.39613216553,817.147226732814,1585.66502750343,1076.00142997884
"ENSG00000006607",637.764853268346,818.39482991467,786.274272519674,1161.62242777244,573.123231684905,1041.43414036402,804.828604056074,1211.56066525176
"ENSG00000006625",202.480559243171,207.66908371641,183.80437539421,151.190547944608,245.745718036999,237.858414774499,186.484676549578,140.854517900773
"ENSG00000006634",95.860361380825,78.1550315061759,88.4984029675824,71.8529336766456,96.0874260836709,73.5718219873076,104.693151747132,76.2520698410199
"ENSG00000006638",88.0350257579006,52.4755211541467,95.3059724266272,64.3682530853283,63.7748403210205,35.0001871590104,73.0670954901856,55.0709393296255
"ENSG00000006652",869.590421097484,918.879870422611,890.940652952488,877.204565302381,1344.37363396711,1262.8638958598,1284.67221623043,1161.78500854998
"ENSG00000006695",162.375714175683,167.475067513234,188.059106306113,194.601695374248,177.719221694577,254.287074053218,151.586959300534,180.039609346853
"ENSG00000006704",302.253588435459,246.746599469498,294.427379103687,254.479140104786,280.60929741249,197.14391134463,326.075545545754,350.547709963578
"ENSG00000006712",969.363450289772,966.889389776405,1279.82305830042,1070.30932455837,1339.27164674143,1057.14851010889,1149.44356189038,993.395020984399
"ENSG00000006715",2009.15492118586,1766.30371203958,2281.38671496239,2362.16519461972,2402.18565209177,2302.15516762226,2370.86366560692,2264.26285166806
"ENSG00000006740",36.1921772560258,29.0290117022939,22.9755469242762,26.9448501287421,32.3125857626504,27.1430022865795,52.3465758735658,58.2481089063347
"ENSG00000006744",907.738932259241,1043.92792083249,906.257684235339,923.609584968548,926.861012665498,960.005133504285,755.753689174607,978.568229626423
"ENSG00000006756",382.463278570435,329.367632776027,415.261737001733,416.148240877239,460.029181515628,427.145141246698,489.658595150647,595.189767370183
"ENSG00000006757",116.401867391002,156.310063012352,148.915581916605,128.736506170657,172.617234468896,157.857986982475,153.7680666286,151.44508315647
"ENSG00000006788",3.91266781146225,39.077515753088,0,1.49693611826345,4.25165602140137,12.142922075575,0,21.1811305113944
"ENSG00000006831",1046.63863956615,1153.34496494114,1010.07311848577,1273.8926366422,1004.241152255,1153.57759717963,957.506117020641,1167.08029117783
"ENSG00000006837",16.6288381987145,6.69900270052936,11.0623003709478,10.4785528278441,14.4556304727647,9.28576394014562,16.3583049604893,8.47245220455777
"ENSG00000007047",724.821712073381,753.637803809553,714.794793199704,827.805673399687,832.474248990388,800.718567454095,763.387564822835,845.127107404638
"ENSG00000007080",603.529009918052,778.200813711494,593.960435301659,588.295894477536,668.360326564295,835.004465079248,515.83188308743,620.607123983857
"ENSG00000007168",3121.33074659401,3249.01630975674,3240.40306250532,3574.68345041312,3238.91155710356,3437.87552645545,3103.71572783684,3401.68956012995
"ENSG00000007202",4104.3885342239,3743.62600914583,4456.4051571272,4228.84453409424,4340.09046664652,4831.45440701115,4169.18665759671,4212.92685871635
"ENSG00000007237",395.179448957687,127.281051310058,262.942370355605,62.8713169670649,235.541743585636,102.857692875459,1464.61357079581,773.111263665897
"ENSG00000007255",126.183536919657,161.892565262793,98.7097571561496,172.147653600297,118.196037394958,125.000668425037,124.323117699719,106.964709082542
"ENSG00000007341",134.987039495448,122.815049509705,131.045712086612,115.264081106286,160.712597608972,212.143991555634,157.039727620697,200.161683332677
"ENSG00000007372",31.301342491698,39.077515753088,22.9755469242762,32.9325946017959,18.707286494166,27.1430022865795,44.7127002253375,41.3032044972191
"ENSG00000007376",274.864913755223,305.921123324174,190.611944853254,182.626206428141,262.752342122605,288.572971678371,237.740698759111,267.941300969139
"ENSG00000007384",1938.72690057954,2096.78784526569,1690.83006439025,1498.43305438171,1647.09154269089,1802.86678345596,1869.20898015191,2100.10909020476
"ENSG00000007392",753.188553706482,659.851766002142,697.775869552092,621.228489079331,710.876886778309,590.003154966175,682.686593684421,649.201650174239
"ENSG00000007402",17.6070051515801,14.514505851147,10.2113541885672,29.938722365269,12.7549680642041,7.14289533857355,18.5394122885546,32.8307522926614
"ENSG00000007516",4.89083476432781,8.93200360070582,5.9566232766642,7.48468059131725,10.2039744513633,8.57147440628826,7.63387564822835,11.6496217812669
"ENSG00000007520",483.214474715587,518.056208840937,415.261737001733,377.227901802389,414.111296484493,520.002780648154,431.859250956918,461.748645148399
"ENSG00000007541",715.040042544726,693.346779504789,580.345296383569,552.369427639213,545.062301943655,717.860981526642,607.43839086617,773.111263665897
"ENSG00000007545",198.567891431709,231.115593168263,193.164783400396,221.54654550299,210.882138661508,216.429728758779,214.839071814426,202.279796383817
"ENSG00000007866",1441.81808852384,2303.34042853201,1443.2047253175,2058.28716261224,1059.51268053322,1576.43700122318,1224.69176470863,1869.23476763056
"ENSG00000007923",548.75166055758,595.094739897025,597.364220031181,588.295894477536,700.672912326946,720.718139662071,588.898978577615,581.422032537777
"ENSG00000007933",744.385051130692,876.452853319258,1854.21173140733,2369.64987521104,190.474189758781,247.144178714645,305.355025929134,300.772053261801
"ENSG00000007944",364.856273418855,273.542610271616,444.193907202673,288.908670824846,437.070239000061,317.858842566523,350.067726154471,245.701113932175
"ENSG00000007952",9.78166952865562,12.2815049509705,6.8075694590448,13.472425064371,10.2039744513633,12.142922075575,4.36221465613048,9.53150873012749
"ENSG00000008018",1632.56064433262,1651.30416568049,1520.64082791413,1640.64198561674,1388.59085658969,1407.15038169899,1461.34190980371,1480.56102274647
"ENSG00000008056",7.82533562292449,26.7960108021175,21.273654559515,22.4540417739517,12.7549680642041,17.1429488125765,14.1771976324241,22.2401870369641
"ENSG00000008083",270.952245943761,290.290117022939,241.66871579609,329.325946017959,261.902010918324,386.430637816829,247.555681735405,385.496575307379
"ENSG00000008086",95.860361380825,100.48504050794,108.921111344717,55.3866363757476,120.747031007799,125.714957958894,115.598688387458,98.4922568779841
"ENSG00000008128",31.301342491698,25.6795103520292,20.4227083771344,14.9693611826345,11.9046368599238,12.142922075575,32.7166099209786,29.6535827159522
"ENSG00000008130",1248.14103185646,2025.33181646004,1202.38695570379,2125.6492879341,1228.728590185,1681.43756270021,1202.88069142798,2621.16490078506
"ENSG00000008256",1775.37301945099,3408.67587411936,2583.4726097075,5549.14219040261,2356.26776706064,6167.1758353244,2306.52099942899,5626.76732035193
"ENSG00000008277",16.6288381987145,15.6310063012352,19.5717621947538,20.9571056556883,17.8569552898858,12.142922075575,25.0827342727503,16.9449044091155
"ENSG00000008282",1833.08486967006,1968.39029350554,1666.15262510121,2465.4537867799,1610.52730090684,1928.58174141486,2001.16597349986,2270.61719082148
"ENSG00000008283",546.795326651849,535.920216042349,520.779063616927,507.461344091309,534.858327492292,597.860339838606,479.843612174353,452.217136418271
"ENSG00000008294",2757.45264012802,2543.38802530098,3011.49853944494,3007.34466159127,2771.22939474941,2793.58636691612,3220.40496988833,3155.98844619777
"ENSG00000008300",60.6463510776648,90.4365364571464,74.0323178671122,73.349869794909,105.441069330754,125.000668425037,78.5198638103487,92.1379177245658
"ENSG00000008311",483.214474715587,1059.55892713373,480.784593045039,980.493157462559,383.499373130403,740.718246610077,487.477487822582,1168.1393477034
"ENSG00000008323",6.84716867005893,13.3980054010587,3.4037847295224,4.49080835479035,9.35364324708301,13.5715011432897,5.45276832016311,5.29528262784861
"ENSG00000008324",108.576531768077,170.824568863499,72.330425502351,152.687484062872,92.6861012665498,104.286271943174,124.323117699719,150.3860266309
"ENSG00000008382",79.2315231821105,73.689029705823,74.8832640494928,73.349869794909,93.5364324708301,105.000561477031,75.2482028182509,85.7835785711474
"ENSG00000008394",2662.57044570006,3150.76427014898,2524.75732312324,2916.0315583772,6124.08533322653,5797.17385678629,2748.19523336221,2836.15337547571
"ENSG00000008405",243.563571263525,291.406617473027,228.904523060381,246.994459513469,235.541743585636,293.572998415373,340.252743178178,267.941300969139
"ENSG00000008441",13354.9134074735,10587.7737681867,11433.3129064657,9101.37159904177,10269.4499540929,8268.61564393274,13160.8016175457,10400.9941376202
"ENSG00000008513",2012.08942204446,1346.4995428064,1490.85771153081,880.198437538908,2257.62934736413,1656.43742901521,1771.05915038898,1154.371612871
"ENSG00000008517",270.952245943761,133.980054010587,274.855616908934,145.202803471555,78.2304707937852,71.4289533857355,316.26056256946,173.685270193434
"ENSG00000008710",4887.90026346921,5955.4134007706,4479.38070405148,4912.94434014064,3634.31556709389,6455.74880700277,5092.88561103234,8058.36110306001
"ENSG00000008735",12.7161703872523,23.4465094518528,15.3170312828508,19.4601695374248,15.3059616770449,10.000053474003,15.2677512964567,27.5354696648128
"ENSG00000008838",1201.18901811891,1118.7334509884,1123.24896074239,1025.40124101046,1216.82395332507,1231.43515637008,1114.54584464134,1194.61576084265
"ENSG00000008853",419.633622779326,543.735719192967,433.982553014106,661.645764272444,436.21990779578,587.145996830746,515.83188308743,876.898803171729
"ENSG00000008869",720.909044261919,721.259290756995,663.738022256868,705.056911702085,678.564301015658,676.432188562915,733.942615893954,774.170320191466
"ENSG00000008952",4375.34078016766,4884.68946913599,4573.83573029572,5405.43632304931,4891.95541822442,5769.31656496586,5328.44520246339,5493.32619813014
"ENSG00000008988",12698.5633821007,13048.5407601811,11109.1024109787,10438.135552651,9741.39427623482,9467.90777127924,10326.4526447249,9841.81229211942
"ENSG00000009307",14561.9714273096,14328.0502759822,16902.3440206259,17382.4222052752,16910.5366595218,15783.655829646,14717.0216961202,15872.0801487134
"ENSG00000009335",1974.91907783557,2279.89391908016,1883.14390160827,2272.34902752392,2065.45449519679,2318.58382690097,1899.74448274483,2146.70757732983
"ENSG00000009413",4877.14042698769,10688.2588086946,4436.83339493245,10854.2837935283,4730.39248941116,7365.75367313704,5125.60222095332,12689.6152893764
"ENSG00000009724",37.1703442088913,31.2620126024704,56.1624480371196,35.9264668383228,35.7139105797715,29.2858708881516,51.2560222095332,38.12603492051
"ENSG00000009780",149.659543788431,233.348594068439,130.194765904232,246.994459513469,124.9986870292,141.429327703756,152.677512964567,218.165644267363
"ENSG00000009790",17.6070051515801,12.2815049509705,12.764192735709,10.4785528278441,10.2039744513633,10.000053474003,10.9055366403262,10.5905652556972
"ENSG00000009830",415.720954967864,466.697188136879,374.416320247464,441.596154887717,431.968251774379,436.430905186844,407.8670703482,384.437518781809
"ENSG00000009844",810.900403925551,750.288302459289,892.642545317249,815.83018445358,924.310019052658,877.861837110689,820.096355352531,868.426350967172
"ENSG00000009954",2738.86746802357,2915.18267518036,2890.6641815469,2948.96415297899,3242.31288192068,2781.44344484054,3094.99129852458,2952.64959328838
"ENSG00000010017",1271.61703872523,2188.34088217293,1326.62509833136,2477.42927572601,1449.81470329787,1786.43812417724,1534.4090052939,2839.33054505242
"ENSG00000010030",27.3886746802357,14.514505851147,17.018923647612,11.9754889461076,12.7549680642041,7.14289533857355,18.5394122885546,8.47245220455777
"ENSG00000010072",165.31021503428,157.42656346244,171.891128840881,187.117014782931,180.270215307418,157.857986982475,178.85080090135,165.212817988877
"ENSG00000010165",926.324104363687,1047.27742218276,980.290002102451,905.646351549387,875.841140408682,801.432856987952,880.076806874325,844.068050879068
"ENSG00000010219",195.633390573112,175.290570663852,209.332760865628,164.662973008979,217.68478829575,190.001016006056,187.575230213611,154.622252733179
"ENSG00000010244",2039.4780967247,2230.76789927628,1846.5532157659,1992.42197340865,2224.4664303972,2369.29838380485,1684.9054109304,1859.70325890043
"ENSG00000010256",1594.41213317087,1982.90479935669,1413.42160893418,1992.42197340865,1677.70346604498,2290.01224554668,1352.28654340045,2079.98701621893
"ENSG00000010270",859.808751568829,896.549861420846,712.241954652562,764.934356432623,817.168287313343,741.432536143934,644.517215443279,726.512776540829
"ENSG00000010278",3056.77172770488,3932.31458521074,3258.27293233532,5456.33215107027,2289.94193312678,3610.73359364893,3929.26485150953,5570.63732449673
